2024-08-28T15:48:27+08:00
Carpark Number,Total Lots,Lots Available,Address
B30,353,198,BLK 119/123 BEDOK NORTH STREET 2
H18,336,198,BLK 44A HAVELOCK ROAD
TM18,312,198,BLK 856A TAMPINES STREET 82
TM41,272,198,BLK 921A TAMPINES STREET 91
JM1,268,198,BLK 517B JURONG WEST STREET 52
TM54,265,198,BLK 875A TAMPINES STREET 86
HG98,304,199,BLK 988 BUANGKOK GREEN
BBM2,285,199,BLK 628A BUKIT BATOK CENTRAL
KE3M,255,199,BLK 145A BEDOK RESERVOIR ROAD
TPMH,246,199,BLK 260 KIM KEAT AVENUE
JCM,372,200,BLK 2 JOO CHIAT ROAD
CK1,331,200,BLK 101/108 TECK WHYE LANE
T76,322,200,BLK 433/443 TAMPINES STREET 43
Y28,297,200,BLK 832/841 YISHUN STREET 81
T51,346,201,BLK 894-896 TAMPINES STREET 81
BE40,339,201,BLK 268A BISHAN STREET 24
AR7M,295,201,BLK 12A DOVER CLOSE EAST
TM28,289,201,BLK 498K TAMPINES STREET 45
SE51,280,201,BLK 257A SERANGOON CENTRAL DRIVE
BE25,263,201,BLK 207A BISHAN STREET 23
W50,254,201,BLK 846A WOODLANDS AVENUE 4
SB24,387,202,BLK 506 WELLINGTON CIRCLE
BE19,380,202,BLK 503/504 BISHAN STREET 11
SB36,279,202,BLK 121 CANBERRA STREET
W68,300,203,BLK 718A WOODLANDS AVENUE 6
RHM,329,204,BLK 88A REDHILL CLOSE
P2,293,205,BLK 199 PUNGGOL FIELD
CK31,290,205,BLK 251A CHOA CHU KANG AVENUE 2
W52,285,205,BLK 823A WOODLANDS STREET 82
TM16,284,205,BLK 230A TAMPINES STREET 21
B10M,303,206,BLK 431 BEDOK NORTH ROAD
SK92,296,206,BLK 279 SENGKANG EAST AVENUE
TM50,284,206,BLK 870B TAMPINES STREET 86
PP3,345,207,BLK 134 TO 142 POTONG PASIR AVENUE 3
BJ52,319,207,BLK 185A JELEBU ROAD
W67,246,207,BLK 714A WOODLANDS DRIVE 70
SI1,337,208,BLK 101/107 SIMEI STREET 1
SB39,273,208,BLK 108 CANBERRA WALK
SE32,396,209,BLK 521/530 SERANGOON NORTH AVENUE 4
C15M,289,209,BLK 440 CLEMENTI AVENUE 3
U19,501,210,BLK 266/284 BUKIT BATOK EAST AVENUE 3/4
BJ13,352,210,BLK 270-277 BANGKIT ROAD
KUM1,350,210,BLK 355 UBI ROAD 3
T26,293,210,BLK 249/266 TAMPINES STREET 21
HG47,341,211,BLK 805 HOUGANG CENTRAL
A47,303,211,BLK 562/565/560 ANG MO KIO STREET 54
TM15,299,211,BLK 450B TAMPINES STREET 42
AR5M,419,212,BLK 19A DOVER CRESCENT
BBM8,329,212,BLK 622A BUKIT BATOK CENTRAL
ACM,290,212,BLK 98A ALJUNIED CRESCENT
Y49M,267,212,BLK 419A YISHUN AVENUE 11
KTM2,429,213,BLK 120B KIM TIAN PLACE
B51,322,213,BLK 611/616 BEDOK RESERVOIR ROAD
P34L,277,213,PUNGGOL ROAD
CK13,326,214,BLK 414-420 CHOA CHU KANG AVENUE 4
U39,248,214,BLK 631 BUKIT BATOK CENTRAL
TM45,277,215,BLK 869C TAMPINES AVENUE 8
B80,250,215,BLK 739A BEDOK RESERVOIR ROAD
TM27,239,215,BLK 497L TAMPINES STREET 45
TR1,391,216,BLK 102/107 TOWNER ROAD
KUM2,350,216,BLK 357 UBI ROAD 3
PM27,326,216,BLK 578A PASIR RIS STREET 53
PM5,325,216,BLK 235A PASIR RIS STREET 21
TP53,323,216,BLK 216 TO 221 LORONG 8 TOA PAYOH
PL25,283,216,BLK 172 EDGEDALE PLAINS
W3,1000,217,BLK 4A/6A WOODLANDS CENTRE ROAD
BA2,361,217,BLK 117 ALKAFF CRESCENT
TP40,360,217,BLK 241-259/25-27 KIM KEAT LINK/AVENUE
W887,286,217,BLK 887 WOODLANDS DRIVE 50
PR6,337,218,BLK 441/445 PASIR RIS DRIVE 6
J68M,276,218,BLK 962A JURONG WEST STREET 91
Y48M,257,218,BLK 385 YISHUN RING ROAD/AVENUE 6
U9,400,219,BLK 169/177 BUKIT BATOK WEST AVENUE 8
U24,364,219,BLK 324/336 BUKIT BATOK STREET 32/33
CK55,356,219,BLK 631-637 & 636A CHOA CHU KANG NORTH 6
TPM4,343,219,BLK 81C LORONG 4 TOA PAYOH
TW3,338,219,BLK 8/11 TECK WHYE LANE
TM42,261,219,BLK 823A TAMPINES STREET 81
PR3,368,220,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL
PDJ7,316,220,BLK 762A JURONG WEST ST 75
TJ36,305,220,BLK 121A YUAN CHING ROAD
TM55,298,220,BLK 873A TAMPINES STREET 85
CKM9,273,220,BLK 297B CHOA CHU KANG AVENUE 2
PL45,354,221,BLK 169 PUNGGOL FIELD
W43,323,221,BLK 406A WOODLANDS STREET 41
J84M,285,221,BLK 854A JURONG WEST STREET 81
B34,274,221,BLK 134/136 BEDOK NORTH AVENUE 3
PRM,576,222,BLK 33 PARK CRESCENT MSCP
CC4,387,222,BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD
SB4,272,222,BLK 313A SEMBAWANG DRIVE
BRM1,335,223,BLK 112A WHAMPOA ROAD
SB8,296,223,BLK 330A SEMBAWANG CLOSE
SB40,263,223,BLK 115 CANBERRA WALK
BE45,363,224,BLK 275 BISHAN STREET 24
AM14,350,224,BLK 227 ANG MO KIO STREET 23
B67,334,224,BLK 649A JALAN TENAGA
W693,322,224,BLK 693 WOODLANDS AVENUE 6
C28M,305,224,BLK 208 CLEMENTI AVENUE 6
TJ38,293,224,175 YUNG KUANG ROAD
U21,313,225,BLK 301/309 BUKIT BATOK STREET 31
UA5,337,226,BLK 12 TO 18 JOO SENG ROAD
W14,328,226,BLK 210/218 MARSILING CRESCENT
JM23,793,227,BLK 276 JURONG WEST STREET 25
KTM4,380,227,BLK 119A KIM TIAN ROAD
B16,364,227,BLKS 59, 62-65 NEW UPPER CHANGI ROAD
CK37,306,227,BLK 552A CHOA CHU KANG STREET 52
CK44,285,227,BLK 762A CHOA CHU KANG NORTH 5
PM30,351,228,BLK 614A ELIAS ROAD
PP5,346,228,BLK 113 TO 120 POTONG PASIR AVENUE 1
S115,342,228,BLK 462 SENGKANG WEST WAY
A4,329,228,BLK 217/220 ANG MO KIO AVENUE 1
CK16,320,228,BLK 401/408 CHOA CHU KANG AVENUE 3
CK34,318,228,BLK 511A CHOA CHU KANG STREET 51
DRM3,285,228,108A DEPOT ROAD
J71,450,229,BLK 812/826 JURONG WEST STREET 81
CK14,371,229,BLK 278/287 CHOA CHU KANG AVENUE 2/3
TW2,355,229,BLK 15-20 TECK WHYE LANE
PL51,321,229,BLK 213 PUNGGOL WALK
J3,308,229,BLK 111/116 JURONG EAST STREET 13
AM19,300,229,BLK 260 ANG MO KIO STREET 21
MM4,288,229,BLK 31A CIRCUIT ROAD
BJ16,311,230,BLK 259A BANGKIT ROAD
B57,426,231,BLK 701/708 BEDOK RESERVOIR ROAD
BM10,422,231,BLK 56/57 LENGKOK BAHRU
B20,385,231,BLK 67/73 BEDOK SOUTH ROAD
B88,385,231,BLK 34A BED0K SOUTH AVENUE 2
Y6,366,231,BLK 150/161 YISHUN STREET 11
T45,339,231,BLK 843/855 TAMPINES STREET 83
AM46,403,233,BLK 588 ANG MO KIO STREET 52
MP13,396,233,BLK 78 & 79 MARINE DRIVE
J1,368,234,BLK 101/107 JURONG EAST STREET 13
TJ41,316,234,BLK 140 CORPORATION DRIVE
HG61,311,234,BLK 559A HOUGANG STREET 51
CK38,344,235,BLK 541A CHOA CHU KANG STREET 52
CK51,318,235,BLK 621A CHOA CHU KANG NORTH 7
BJ71,312,235,BLK 642 SENJA CLOSE
W81,300,235,BLK 786A WOODLANDS DRIVE 60
J41,350,236,BLK 468-473 JURONG WEST STREET 41
TM22,345,236,BLK 351A TAMPINES STREET 33
Y80M,363,237,BLK 470 YISHUN STREET 42
SK85,351,237,BLK 430 FERNVALE LINK
SE28,276,237,BLK 410A SERANGOON CENTRAL
CVBK,444,238,BLK 8C BOON KENG ROAD
MNRM,355,238,BLK 108A MCNAIR ROAD
PM10,355,239,BLK 204A PASIR RIS STREET 21
P1,314,239,BLK 196 PUNGGOL FIELD
Y3,403,240,BLK 112/120 YISHUN RING ROAD
W65,360,240,BLK 701A WOODLANDS DRIVE 40
S104,339,240,BLK 215 COMPASSVALE DRIVE
J75M,326,240,BLK 841A JURONG WEST STREET 81
JM33,299,240,
NT13,260,240,
HG74,316,241,BLK 166A HOUGANG AVENUE 1
Y26,304,241,BLK 816/820 YISHUN STREET 81
CK7,298,241,BLK 135A TECK WHYE LANE
WGL,390,242,BLK 781 TO 783 WOODLANDS AVENUE 9/CRESCENT/RISE
J20,365,242,BLK 311/316 JURONG EAST STREET 32
TPMS,327,242,
W51,304,242,BLK 866A WOODLANDS STREET 83
HG3E,299,242,BLK 993 BUANGKOK LINK
Y54M,434,243,BLK 925 YISHUN CENTRAL 1
CK39,371,243,BLK 559A CHOA CHU KANG NORTH 6
TPM6,358,243,BLK 35A LORONG 5 TOA PAYOH
W66,340,243,BLK 709A WOODLANDS DRIVE 70
DUXM,1095,244,BLK 1 CANTONMENT ROAD
JM32,410,244,697 JURONG WEST CENTRAL 3
T50,350,244,BLK 887-889 TAMPINES STREET 81/AVENUE 3
S110,315,244,BLK 351 ANCHORVALE ROAD
TM5,501,245,BLK 492A TAMPINES STREET 45
TAM1,425,245,BLK 507 TAMPINES CENTRAL 1
W70,298,245,BLK 739A WOODLANDS CIRCLE
T20,380,246,BLK 231/238 TAMPINES STREET 21
SK80,354,246,BLK 434 FERNVALE ROAD
HG70,348,246,BLK 567A HOUGANG STREET 51
Y31,313,246,BLK 850/855 YISHUN STREET 81/RING ROAD
PL62,300,246,BLK 256 SUMANG WALK
BE14,332,247,BLK 167A BISHAN STREET 13
CK50,374,248,BLK 611A CHOA CHU KANG STREET 62
A72,358,248,BLK 633/640 ANG MO KIO STREET 61
UBKM,343,248,BLK 13A UPPER BOON KENG ROAD
SIM1,317,248,BLK 115 SIMEI STREET 1
PM24,295,248,BLK 561A PASIR RIS STREET 51
KTM6,252,248,BLK 127 KIM TIAN ROAD
W694,313,249,BLK 694 WOODLANDS DRIVE 62
J74,367,250,BLK 711/718 JURONG WEST STREET 71
BE11,352,250,BLK 181-186 BISHAN STREET 13
SK76,337,250,BLK 210 COMPASSVALE LANE
A26,333,250,BLK 113/114/118 ANG MO KIO AVENUE 4
TM51,330,250,BLK 879C TAMPINES AVENUE 8
TBCM,593,252,BLK 16A TELOK BLANGAH CRESCENT
J8,377,252,BLK 232/240 JURONG EAST STREET 21
PM41,359,252,BLK 747A PASIR RIS STREET 71
J79M,337,252,BLK 821A JURONG WEST STREET 81
SAM,327,252,BLK 60A STRATHMORE AVENUE
DWVT,318,252,BLK 78A DAWSON ROAD
U40,288,252,BLK 644A BUKIT BATOK CENTRAL
T7A,283,252,BLK 136A TAMPINES STREET 11
W25,470,253,BLK 307-320 WOODLANDS AVENUE 1
S114,336,253,BLK 460 SENGKANG WEST WAY
A73,414,254,BLK 641/645 ANG MO KIO STREET 61
CK22,378,254,BLK 343A CHOA CHU KANG LOOP
U31,348,254,BLKS 526-534 BUKIT BATOK STREET 51
T80,348,254,BLK 461/471 TAMPINES STREET 44
Y82M,343,254,BLK 478 YISHUN STREET 42
TM14,365,255,BLK 891B TAMPINES AVENUE 8
TM12,350,255,BLK 390A TAMPINES AVENUE 7
BE30,345,255,BLK 231A BISHAN STREET 23
W570,341,255,BLK 570 WOODLANDS AVENUE 1
PM43,340,255,BLK 757A PASIR RIS STREET 71
T13,392,256,BLK 161/166 TAMPINES STREET 12
SK13,355,256,BLK 228D COMPASSVALE WALK
SE42,352,257,BLK 512A SERANGOON NORTH AVENUE 4
W691,333,257,BLK 691 WOODLANDS DRIVE 73
SIM2,314,257,BLK 125 SIMEI STREET 1
Y45,311,257,BLK 343-346 YISHUN AVENUE 11
BJ27,305,257,BLK 442A FAJAR ROAD
PL36,382,258,BLK 305 PUNGGOL ROAD
C8,347,258,BLK 335/338 CLEMENTI AVENUE 2
TM21,338,258,BLK 340A TAMPINES STREET 33
JM2,300,258,BLK 682 JURONG WEST CENTRAL 1
J50,427,259,BLK 401/408 JURONG WEST STREET 42
Y71M,423,259,BLK 501 YISHUN STREET 51
PL77,376,259,BLK 659 PUNGGOL EAST ROAD
BRM7,360,259,BLK 78A LORONG LIMAU
W780,350,259,BLK 780 WOODLANDS CRESCENT
BE27,344,259,BLK 212A BISHAN STREET 23
TM24,344,259,BLK 359A TAMPINES STREET 34
SK88,369,260,BLK 451 SENGKANG WEST WAY
A75,354,260,BLK 177/182 ANG MO KIO AVENUE 4
PM8,330,260,BLK 458A PASIR RIS DRIVE 4
HG2B,323,261,BLK 933 HOUGANG AVENUE 9
CK9A,372,262,BLK 228-239 CHOA CHU KANG CENTRAL
SK12,354,262,BLK 103A RIVERVALE WALK
TRS,269,262,BLK 14 KAMPONG ARANG ROAD
PR13,365,263,BLK 537-543, 564-569 PASIR RIS STREET 51
J77M,350,263,BLK 750A JURONG WEST STREET 73
TPM5,342,263,BLK 84C LORONG 2 TOA PAYOH
PM13,435,264,BLK 199A PASIR RIS STREET 12
Y32,382,265,BLK 858/864 YISHUN AVENUE 4
W588,358,265,BLK 588A WOODLANDS DRIVE 16
PD8W,290,265,BLK 883A WOODLANDS ST 82
T1,413,266,BLK 101/108 TAMPINES STREET 11
A11,410,266,BLK 223/226/226A-226D ANG MO KIO STREET 22
B59,386,266,BLK 716/718/721 BEDOK RESERVOIR ROAD
NT7,383,266,BLK 646 TAMPINES STREET 62
B72,412,267,BLK 660A JALAN TENAGA
W103,339,267,BLK 766A WOODLANDS CIRCLE
SK77,412,268,BLK 410 FERNVALE ROAD
BE32,346,268,BLK 237A BISHAN STREET 22
W80,322,268,BLK 775A WOODLANDS CRESCENT
SB2,383,269,BLK 316A SEMBAWANG VISTA
W64,352,269,BLK 605A WOODLANDS DRIVE 42
SK43,317,269,BLK 290 COMPASSVALE CRESCENT
AM18,451,270,BLK 308C ANG MO KIO AVENUE 1
SGTM,429,270,BLK 25A/26/26A/26B SAINT GEORGE'S LANE
W17,406,270,BLK 101-113 WOODLANDS STREET 13
TPMR,374,270,BLK 261A TOA PAYOH EAST
PM35,361,270,BLK 700A PASIR RIS DRIVE 10
MM6,413,271,BLK 82 CIRCUIT ROAD
SE40,407,271,BLK 550A SERANGOON NORTH AVENUE 3
PM6,412,272,BLK 245A PASIR RIS STREET 21
Y35,402,272,BLK 632/641 YISHUN STREET 61
BJ41,389,272,BLK 152A GANGSA ROAD
TJ35,365,272,BLK 183A CORPORATION DRIVE
Y52M,361,272,BLK 456A YISHUN STREET 41
SI7,359,272,BLK 132 - 139 SIMEI STREET 1
PL46,428,273,BLK 624 PUNGGOL CENTRAL
SK86,374,273,BLK 432 SENGKANG WEST WAY
SE17,465,274,BLK 321/329 SERANGOON AVENUE 3
SB45,416,274,BLK 132 CANBERRA VIEW
PR12,392,274,BLK 544/556 PASIR RIS STREET 51
PM44,350,274,BLK 762A PASIR RIS STREET 71
TP52,456,275,BLK 210 TO 215 LORONG 8 TOA PAYOH
A29,435,275,BLK 347 ANG MO KIO AVENUE 3
S105,367,275,BLK 217 COMPASSVALE DRIVE
U17,427,276,BLK 242/253 BUKIT BATOK EAST AVENUE 2/5
GM1A,414,276,BLK 2A GHIM MOH ROAD
U69,389,276,BLK 467 BUKIT BATOK WEST AVENUE 9
SK96,385,276,BLK 440 FERNVALE LINK
PL87,383,276,
W4M,363,276,BLK 7A MARSILING DRIVE
SK11,362,276,BLK 226D COMPASSVALE WALK
BMVM,361,276,BLK 126A BUKIT MERAH VIEW
J60M,543,277,505A JURONG WEST STREET 52
PM17,398,277,BLK 142A PASIR RIS STREET 11
Y28M,375,277,BLK 840A YISHUN STREET 81
W55,373,277,BLK 859A WOODLANDS STREET 83
JKM,360,277,BLK 8A JALAN KUKOH MSCP
BJ42,450,279,BLK 163A GANGSA ROAD
M25,417,279,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT ROAD
SB3,359,279,BLK 325A SEMBAWANG CRESCENT
MM2,350,279,BLK 52A PIPIT ROAD
CK35,345,279,BLK 513A CHOA CHU KANG STREET 51
Y41M,344,279,BLK 307 YISHUN RING ROAD/CENTRAL
A45,394,280,BLK 570/578 ANG MO KIO STREET 51
TM33,369,280,BLK 727A TAMPINES STREET 71
C32,289,280,BLK 514-519 WEST COAST ROAD
KB4,408,281,BLK 72/93/97 GEYLANG BAHRU
JBM,342,281,BLK 134A JALAN BUKIT MERAH
S107,414,282,BLK 338 ANCHORVALE CRESCENT
CK11,393,282,BLK 287A CHOA CHU KANG AVENUE 2
BRM5,376,282,BLK 19A JALAN TENTERAM
CK71,371,282,BLK 488 CHOA CHU KANG AVENUE 5
TM32,460,283,BLK 723A TAMPINES STREET 72
BJ69,428,283,BLK 643 SENJA CLOSE
CC11,417,283,BLK 50/54 CHAI CHEE STREET
SB27,395,283,BLK 492A ADMIRALTY LINK
U65,391,283,BLK 439 BUKIT BATOK WEST AVENUE 8
B95,359,284,BLK 220 BEDOK CENTRAL
TJ29,306,284,BLK 155A YUNG LOH ROAD
SK95,573,285,BLK 334 ANCHORVALE CRESCENT
Q75M,509,285,BLK 10A HOLLAND DRIVE
W505,368,285,BLK 505A WOODLANDS DRIVE 14
Y69M,350,285,BLK 513 YISHUN STREET 51
B75,329,285,BLK 613C BEDOK RESERVOIR ROAD
SE53,309,285,BLK 150 SERANGOON NORTH AVENUE 2
SK42,465,286,BLK 304 ANCHORVALE LINK
SB41,464,286,BLK 361 SEMBAWANG CRESCENT
Y77M,423,286,BLK 461 YISHUN AVENUE 6
B74,365,286,BLK 671A JALAN DAMAI
TJ34,350,286,BLK 115A HO CHING ROAD
W21,495,287,BLK 167-179 WOODLANDS STREET 13
HG41,461,288,BLK 633-642 & 647-648 HOUGANG AVENUE 8
J96,444,288,BLK 267A TOH GUAN ROAD
SK25,407,288,BLK 257 COMPASSVALE ROAD
HG4,407,288,BLK 19-23 HOUGANG AVENUE 3
BE37,390,288,BLK 282 BISHAN STREET 22
ECM,407,289,BLK 31A EUNOS CRESCENT
W53,397,289,BLK 881A WOODLANDS STREET 82
C40M,379,289,
PL68,366,289,BLK 217 SUMANG WALK
PL28,363,289,BLK 194 PUNGGOL ROAD
U29,338,289,BLK 376 BUKIT BATOK MSCP
HG45,458,290,BLK 685-691 HOUGANG STREET 61
U15,419,290,BLK 231/237 BUKIT BATOK EAST AVENUE 5
PL43,417,290,BLK 288 PUNGGOL PLACE
P8,379,290,BLK 126 EDGEDALE PLAINS
BL19,369,290,BLK 212A BOON LAY PLACE
W94,368,290,BLK 678A WOODLANDS AVENUE 6
SK2,360,290,BLK 236A COMPASSVALE WALK
T49,468,292,BLK 875/886A TAMPINES STREET 84 /AVENUE 8
Y17,459,292,BLK 243/257 YISHUN RING ROAD/AVENUE 9
P4,411,292,BLK 105 EDGEFIELD PLAINS
B69,370,292,BLK 94A BEDOK NORTH AVENUE 4
PL55,364,292,BLK 261 PUNGGOL WAY
TPM3,370,293,BLK 171A LORONG 1 TOA PAYOH
JM9,345,293,BLK 650 JURONG WEST STREET 61
S119,1179,294,
SK89,401,294,BLK 326 ANCHORVALE ROAD
U64,382,294,BLK 461 BUKIT BATOK WEST AVENUE 8
Y21M,367,294,BLK 296A YISHUN STREET 20
SE13,421,295,BLK 223/230 SERANGOON AVENUE 4
ECM2,413,295,
TM53,343,295,BLK 859B TAMPINES AVENUE 5
PM3,388,296,BLK 225A PASIR RIS STREET 21
W782,383,296,BLK 782 WOODLANDS CRESCENT
W586,360,296,BLK 586A WOODLANDS DRIVE 16
A35,473,297,BLK 426/428/435 ANG MO KIO STREET 43
PL27,407,297,BLK 204 PUNGGOL FIELD
W77,388,297,BLK 757A WOODLANDS AVENUE 4
SK91,381,297,BLK 281 SENGKANG EAST AVENUE
S103,366,297,BLK 293 COMPASSVALE CRESCENT
CKM3,456,298,BLK 445A CHOA CHU KANG AVENUE 4
PM33,448,298,BLK 635A PASIR RIS DRIVE 1
SB20,359,298,BLK 505 CANBERRA LINK
DRM2,392,299,BLK 112C DEPOT ROAD
CK2,464,300,BLK 109/117 TECK WHYE LANE
HG2A,408,300,BLK 473 UPPER SERANGOON CRESCENT
Y53M,397,300,BLK 426 YISHUN AVENUE 11
PM14,428,301,BLK 180A PASIR RIS STREET 11
W46,407,301,BLK 426A WOODLANDS STREET 41
MP4M,302,301,BLK 16A MARINE TERRACE
PL48,476,302,BLK 271 PUNGGOL WALK
TGM4,388,302,BLK 57A TEBAN GARDENS ROAD
W74,381,302,BLK 737A WOODLANDS CIRCLE
JM10,367,302,BLK 648 JURONG WEST STREET 61
PL53,424,303,BLK 266 PUNGGOL WAY
TP16,668,304,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE
JM17,534,304,BLK 660 JURONG WEST STREET 64
SK16,429,304,BLK 111A RIVERVALE WALK
W554,376,304,BLK 554A WOODLANDS DRIVE 53
SK10,394,305,BLK 241A COMPASSVALE WALK
Y63M,390,305,BLK 333 YISHUN STREET 31
HG60,371,305,BLK 548A HOUGANG STREET 51
W36,539,306,BLK 801-810 WOODLANDS STREET 81
JMB1,492,306,BLK 117A JALAN MEMBINA
PM29,412,306,BLK 601A ELIAS ROAD
HG79,401,306,BLK 931A HOUGANG STREET 91
SK64,391,306,BLK 269 COMPASSVALE LINK
W58,382,306,BLK 895D WOODLANDS DRIVE 50
W71,377,306,BLK 728A WOODLANDS CIRCLE
BL8,679,307,BLK 221 BOON LAY PLACE
KU1,586,307,BLK 301/305-306/311-318 UBI AVENUE 1
PM34,441,307,BLK 649A PASIR RIS DRIVE 10
PL22,379,307,BLK 644 PUNGGOL CENTRAL
PM22,355,307,BLK 555A PASIR RIS STREET 51
J29,467,308,BLK 528/534 JURONG WEST STREET 52
CK36,420,308,BLK 527A CHOA CHU KANG STREET 51
HG86,404,308,BLK 946A HOUGANG STREET 92
HG62,345,308,BLK 566A HOUGANG STREET 51
Y49,566,309,BLK 401/414 YISHUN RING ROAD/AVENUE 6
BJ19,491,309,BLK 409-419 FAJAR ROAD
Y41,478,309,BLK 302-314 YISHUN CENTRAL/RING ROAD
Y76M,421,309,BLOCK 676 YISHUN RING ROAD
HCM,386,309,BLK 104A HENDERSON CRESCENT
PL26,375,309,BLK 650 PUNGGOL CENTRAL
PL88,408,310,
PL65,466,311,BLK 310 PUNGGOL WALK
Y48,460,311,BLK 386-399 YISHUN RING ROAD/AVENUE 6
J78M,458,311,BLK 702A JURONG WEST STREET 71
HG89,387,311,BLK 435A HOUGANG AVENUE 8
P9,382,311,BLK 128 PUNGGOL FIELD WALK
MP2M,616,312,BLK 35A MARINE CRESCENT
SK30,426,312,BLK 260 SENGKANG EAST WAY
BRM6,467,313,BLK 116 JALAN TENTERAM
TPMF,452,313,BLK 141A LORONG 2 TOA PAYOH
W59,434,313,BLK 897D WOODLANDS DRIVE 50
TM30,408,313,BLK 701A TAMPINES STREET 71
BRM3,406,313,BLK 98A WHAMPOA DRIVE
TGM1,388,313,BLK 63A TEBAN GARDENS ROAD
TPMA,436,314,BLK 60A LORONG 4 TOA PAYOH
JRTM,433,314,BLK 37A JALAN RUMAH TINGGI
KM4,429,314,BLK 49A JALAN TIGA
T72,640,315,BLK 401/417 TAMPINES STREET 41
CK41,444,315,BLK 708A CHOA CHU KANG STREET 53
PL39,430,315,BLK 267 PUNGGOL FIELD
W182,425,315,BLK 182 WOODLANDS STREET 13
KM3,535,316,BLK 11A PINE CLOSE
J81M,466,316,BLK 760A JURONG WEST STREET 74
Y64M,427,316,BLK 334 YISHUN STREET 31
BM26,460,317,BLK 1/3/5 JALAN BUKIT MERAH
T79,456,317,BLK 451/460 TAMPINES STREET 42
CK42,453,317,BLK 754A CHOA CHU KANG NORTH 5
TM17,448,317,BLK 842A TAMPINES STREET 82
W92,389,317,BLK 633A WOODLANDS RING ROAD
PM23,380,317,BLK 564A PASIR RIS STREET 51
BJ33,366,317,BLK 234A BUKIT PANJANG RING ROAD
AR2M,696,318,BLK 28 DOVER CRESCENT
BE23,563,318,BLK 514 BISHAN STREET 13
PL41,458,318,BLK 273 PUNGGOL PLACE
HG3B,422,318,BLK 991 BUANGKOK LINK
W579,418,318,BLK 579A WOODLANDS DRIVE 16
B31,415,318,BLK 124/129 BEDOK NORTH STREET 2
BL13,413,318,BLK 198/206 BOON LAY DRIVE
SB5,395,318,BLK 322A SEMBAWANG CLOSE
TBM3,385,318,BLK 78A TELOK BLANGAH STREET 32
B6,521,319,BLK 204/209 NEW UPPER CHANGI ROAD
Y66M,412,319,BLK 317 YISHUN AVENUE 9
Y74M,379,319,BLOCK 673 YISHUN AVENUE 4
TM34,435,320,BLK 730A TAMPINES STREET 71
W75,375,321,BLK 747A WOODLANDS CIRCLE
SK35,496,322,BLK 297 COMPASSVALE STREET
PL78,472,322,BLK 322 SUMANG WALK
SB46,443,322,BLK 126 CANBERRA STREET
HG50,490,323,BLK 534-545 HOUGANG AVENUE 8
J36,482,323,BLK 543/551 JURONG WEST STREET 42
PM26,449,323,BLK 521A PASIR RIS STREET 52
SB42,395,323,BLK 365 SEMBAWANG CRESCENT
J97,411,324,BLK 273A TOH GUAN ROAD
W24,557,325,BLK 321-335 WOODLANDS STREET 32
BJ2,475,325,BLK 141-151 GANGSA ROAD/PETIR ROAD
NT1,469,325,BLK 601 TAMPINES AVENUE 9
J76M,415,326,BLK 832A JURONG WEST STREET 81
W87,401,326,BLK 649A WOODLANDS RING ROAD
W57,483,327,BLK 892C WOODLANDS DRIVE 50
S113,426,327,BLK 353 ANCHORVALE LANE
W578,400,327,BLK 578A WOODLANDS DRIVE 16
Y75M,379,327,BLOCK 674 YISHUN AVENUE 4
BJ1,494,329,BLK 130-140 CASHEW ROAD
M4,470,329,BLK 22/34/36 CIRCUIT ROAD
BL18,391,329,BLK 208A BOON LAY PLACE
SB33,388,329,BLK 592 MONTREAL LINK
BJ44,497,330,BLK 177A LOMPANG ROAD
W91,414,330,BLK 630A WOODLANDS RING ROAD
CK8A,373,330,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL
U67,483,331,BLK 432 BUKIT BATOK WEST AVENUE 8
BBM1,406,331,BLK 188A BUKIT BATOK WEST AVENUE 6
HG43,487,332,BLK 668-680 HOUGANG AVENUE 8
CK53,450,332,BLK 668A CHOA CHU KANG CRESCENT
TBM5,423,332,BLK 57A TELOK BLANGAH HEIGHTS
J94,421,332,BLK 288F JURONG EAST STREET 21
PM32,453,333,BLK 631A PASIR RIS DRIVE 3
PM21,428,333,BLK 530 PASIR RIS DRIVE 1
KM1,424,333,BLK 56A CASSIA CRESCENT
Y60M,383,333,BLK 430 YISHUN AVENUE 11
U1,516,334,BLK 101/110 BUKIT BATOK WEST AVENUE 6
BRM,469,334,BLK 39 BENDEMEER ROAD
TJ33,441,334,BLK 328A TAH CHING ROAD
U51,350,334,BLK 412A BUKIT BATOK WEST AVENUE 4
BE18,560,335,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE
Y51,483,335,BLK 423/427, 433/440 YISHUN AVENUE 6/11
BJ61,470,335,BLK 548 SEGAR ROAD
MNM,453,336,BLK 113 MCNAIR ROAD
TM11,446,336,BLK 384A TAMPINES STREET 32
SK14,444,336,BLK 142A RIVERVALE DRIVE
TM3,428,336,BLK 496A TAMPINES STREET 43
SK28,460,337,BLK 203 COMPASSVALE ROAD
J80M,441,337,BLK 734A JURONG WEST STREET 73
CK10,395,337,BLK 227A CHOA CHU KANG CENTRAL
DWSP,604,339,BLK 95A DAWSON ROAD
